Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-03-04,480.3616140500841,482.7163278444472,478.00690025572095,481.5389709472656,22788500,0.0,0.0
2005-03-07,485.0709724519084,485.0709724519084,481.53890226415183,483.89361572265625,22819000,0.0,0.0
2005-03-08,485.0709724519084,485.0709724519084,482.71625899340404,483.89361572265625,20336000,0.0,0.0
2005-03-09,482.716190809199,487.4256170609961,481.5388342462498,486.2482604980469,28383500,0.0,0.0
2005-03-10,481.53890226415183,485.0709724519084,481.53890226415183,483.89361572265625,23961500,0.0,0.0
2005-03-11,486.24840988531344,488.603123734637,482.7163391113281,482.7163391113281,63638000,0.0,0.0
2005-03-14,486.24840988531344,486.24840988531344,482.7163391113281,482.7163391113281,14382500,0.0,0.0
2005-03-15,482.71638616552497,483.89374320495307,475.6522439289563,478.0069580078125,34340500,0.0,0.0
2005-03-16,478.00699954771,479.1843566894531,475.65228526422374,479.1843566894531,28501500,0.0,0.0
2005-03-17,474.47475814819336,476.82947158813477,469.76533126831055,470.94268798828125,42431500,0.0,0.0
2005-03-18,472.1200561523438,474.47476964936294,470.9426994038342,472.12005615234375,38762000,0.0,0.0
2005-03-21,472.1200561523438,472.1200561523438,472.1200561523438,472.12005615234375,0,0.0,0.0
2005-03-22,472.12004470825195,474.47475814819336,470.94268798828125,470.94268798828125,33396000,0.0,0.0
2005-03-23,472.1200561523438,475.65212639787256,469.7653426553246,472.12005615234375,52075000,0.0,0.0
2005-03-24,470.942753659019,473.2974674273141,463.8786123541337,465.05596923828125,72325000,0.0,0.0
2005-03-25,469.7653350451448,474.47476196289057,468.5879783157083,474.4747619628906,33017500,0.0,0.0
2005-03-28,476.8532469491509,482.79904803330487,475.6640867323201,479.2315673828125,25685000,8.0,0.0
2005-03-29,479.23133953352624,481.6096588364221,472.0963816248385,474.4747009277344,33511500,0.0,0.0
2005-03-30,472.0964490933311,480.42056784308755,472.0964490933311,476.85308837890625,31948000,0.0,0.0
2005-03-31,476.8530202306303,479.23133953352624,473.28554127628644,474.4747009277344,38231500,0.0,0.0
2005-04-01,475.6638863786536,479.2313655264935,474.474726662707,478.0422058105469,29047500,0.0,0.0
2005-04-04,478.0422058105469,480.42052524244014,476.85304609460024,478.0422058105469,22155000,0.0,0.0
2005-04-05,479.2314465092678,487.55556592754294,479.2314465092678,485.17724609375,47302000,0.0,0.0
2005-04-06,488.74460555623864,493.5012440531363,487.5554459320142,491.1229248046875,43739500,0.0,0.0
2005-04-07,492.31230468750005,493.50146484375,489.933984375,493.50146484375,26811500,0.0,0.0
2005-04-08,492.31218815775753,493.50134803253474,488.744708533426,489.9338684082031,28347000,0.0,0.0
2005-04-11,487.55556592754294,487.55556592754294,481.6097663430607,485.17724609375,25558000,0.0,0.0
2005-04-12,482.79904803330487,483.9882082501357,479.2315673828125,479.2315673828125,19574000,0.0,0.0
2005-04-13,480.42052524244014,481.60968495838677,476.85304609460024,478.0422058105469,25287000,0.0,0.0
2005-04-14,476.8530883789062,478.0422482003,474.4747687361186,476.85308837890625,27898000,0.0,0.0
2005-04-15,473.2855152168659,475.66383438881,470.9071960449219,470.9071960449219,30684000,0.0,0.0
2005-04-18,463.7724609375,466.15078125,455.44833984375003,457.82666015625,64347500,0.0,0.0
2005-04-19,460.2049070368159,462.5832269698227,457.8265871038091,459.0157470703125,50455500,0.0,0.0
2005-04-20,464.96143042180955,466.15059009040755,459.01563207881964,461.3939514160156,31569000,0.0,0.0
2005-04-21,455.4482607046763,459.01574055353797,450.69162090619403,456.6374206542969,42370500,0.0,0.0
2005-04-22,462.58330078125005,463.7724609375,457.82666015625,457.82666015625,29060500,0.0,0.0
2005-04-25,460.2048645019531,463.7723440717357,457.82654478876475,460.2048645019531,29210500,0.0,0.0
2005-04-26,460.2049070368159,460.2049070368159,454.2591072042989,459.0157470703125,24647500,0.0,0.0
2005-04-27,456.63750000000005,457.82666015625,455.44833984375003,457.82666015625,26380000,0.0,0.0
2005-04-28,453.0699408054352,456.6374206542969,451.8807808558146,456.6374206542969,34644000,0.0,0.0
