accounting_standard,credit_rating,credit_score,edinet_code,industry,name,sec_code
JP,S,93,E02394,その他製品,リンテック株式会社,79660
JP,S,93,E01417,金属製品,リンナイ株式会社,59470
JP,C,50,E02005,電気機器,リーダー電子株式会社,68670
IFRS,S,90,E02081,電気機器,ルネサスエレクトロニクス株式会社,67230
JP,B,68,E01577,建設業,レイズネクスト株式会社,63790
JP,S,93,E01670,機械,レオン自動機株式会社,62720
IFRS,A,75,E02971,卸売業,レカム株式会社,33230
JP,B,68,E02105,輸送用機器,レシップホールディングス株式会社,72130
JP,A,78,E39488,サービス業,レジル株式会社,176A0
JP,A,70,E02444,化学,レック株式会社,78740
JP,A,75,E00659,パルプ・紙,レンゴー株式会社,39410
JP,S,95,E01991,電気機器,レーザーテック株式会社,69200
JP,A,75,E04783,小売業,ロイヤルホールディングス株式会社,81790
JP,D,30,E34082,サービス業,ログリー株式会社,65790
JP,S,100,E34045,情報・通信業,ロジザード株式会社,43910
JP,S,85,E01103,化学,ロンシール工業株式会社,42240
JP,S,95,E02328,機械,ローツェ株式会社,63230
JP,S,88,E00942,医薬品,ロート製薬株式会社,45270
JP,C,55,E32779,不動産業,ロードスターキャピタル株式会社,34820
JP,B,65,E01953,電気機器,ローム株式会社,69630
JP,S,93,E01834,その他製品,ローランド株式会社,79440
JP,A,73,E02008,機械,ワイエイシイホールディングス株式会社,62980
JP,S,80,E03451,小売業,ワイエスフード株式会社,33580
JP,B,63,E35136,サービス業,ワシントンホテル株式会社,46910
JP,A,78,E03275,小売業,ワタミ株式会社,75220
JP,D,30,E36661,情報・通信業,ワンダープラネット株式会社,41990
JP,S,93,E00452,食料品,ヱスビー食品株式会社,28050
JP,C,55,E37069,医薬品,㈱ティムス,48910
JP,B,65,E00476,食料品,一正蒲鉾株式会社,29040
JP,S,88,E01098,ゴム製品,三ツ星ベルト株式会社,51920
JP,S,83,E03855,不動産業,三井不動産株式会社,88010
JP,C,50,E03611,銀行業,三井住友トラストグループ株式会社,83090
JP,C,50,E00272,建設業,三井住建道路株式会社,17760
JP,A,78,E04284,倉庫・運輸関連,三井倉庫ホールディングス株式会社,93020
IFRS,A,75,E00840,化学,三井化学株式会社,41830
JP,A,78,E00037,その他製品,三井松島ホールディングス株式会社,15180
IFRS,B,60,E01725,機械,三井海洋開発株式会社,62690
IFRS,S,80,E02513,卸売業,三井物産株式会社,80310
JP,S,93,E00024,非鉄金属,三井金属鉱業株式会社,57060
JP,B,65,E02658,卸売業,三京化成株式会社,81380
JP,A,70,E02671,卸売業,三信電気株式会社,81500
JP,S,83,E00866,化学,三光合成株式会社,78880
JP,C,55,E00712,その他製品,三光産業株式会社,79220
JP,S,93,E02534,卸売業,三共生興株式会社,80180
JP,S,93,E04890,サービス業,三協フロンテア株式会社,96390
JP,B,65,E26831,金属製品,三協立山株式会社,59320
JP,S,93,E01385,金属製品,三和ホールディングス株式会社,59290
JP,S,88,E37157,化学,三和油化工業株式会社,41250
JP,S,80,E04331,卸売業,三愛オブリ株式会社,80970
JP,S,93,E00109,建設業,三晃金属工業株式会社,19720
JP,S,83,E00107,建設業,三機工業株式会社,19610
JP,A,75,E01753,輸送用機器,三櫻工業株式会社,65840
USGAAP,S,83,E00884,化学,三洋化成工業株式会社,44710
JP,S,88,E01409,金属製品,三洋工業株式会社,59580
JP,S,85,E02548,卸売業,三洋貿易株式会社,31760
IFRS,A,78,E01478,機械,三浦工業株式会社,60050
JP,S,80,E02012,電気機器,三相電機株式会社,65180
JP,S,83,E01632,機械,三精テクノロジーズ株式会社,63570
IFRS,B,65,E00808,化学,三菱ケミカルグループ株式会社,41880
JP,C,55,E00021,非鉄金属,三菱マテリアル株式会社,57110
JP,A,70,E02136,輸送用機器,三菱ロジスネクスト株式会社,71050
JP,S,88,E04283,倉庫・運輸関連,三菱倉庫株式会社,93010
JP,B,63,E01536,機械,三菱化工機株式会社,63310
IFRS,A,75,E02529,卸売業,三菱商事株式会社,80580
JP,S,85,E03856,不動産業,三菱地所株式会社,88020
JP,S,88,E00815,化学,三菱瓦斯化学株式会社,41820
JP,A,70,E02213,輸送用機器,三菱自動車工業株式会社,72110
JP,B,65,E00644,パルプ・紙,三菱製紙株式会社,38640
JP,B,65,E01233,鉄鋼,三菱製鋼株式会社,56320
IFRS,A,78,E02126,機械,三菱重工業株式会社,70110
JP,S,88,E02366,その他製品,三菱鉛筆株式会社,79760
IFRS,S,93,E01739,電気機器,三菱電機株式会社,65030
JP,C,48,E04788,その他金融業,三菱ＨＣキャピタル株式会社,85930
JP,S,95,E01169,ガラス・土石製品,三谷セキサン株式会社,52730
JP,S,93,E02602,卸売業,三谷商事株式会社,80660
JP,S,85,E02692,卸売業,三谷産業株式会社,82850
JP,A,78,E04233,不動産業,三重交通グループホールディングス株式会社,32320
JP,B,65,E03052,小売業,上新電機株式会社,81730
JP,S,100,E01045,化学,上村工業株式会社,49660
JP,D,35,E01422,金属製品,不二サッシ株式会社,59400
JP,B,65,E01109,ゴム製品,不二ラテックス株式会社,51990
JP,S,80,E02462,機械,不二精機株式会社,64000
JP,C,50,E00431,食料品,不二製油株式会社,26070
JP,S,88,E02007,電気機器,不二電機工業株式会社,66540
JP,C,58,E00176,建設業,世紀東急工業株式会社,18980
JP,S,83,E00897,化学,中国塗料株式会社,46170
JP,B,65,E01366,金属製品,中国工業株式会社,59740
JP,C,48,E04504,電気・ガス業,中国電力株式会社,95040
JP,B,68,E00119,建設業,中外炉工業株式会社,19640
IFRS,S,100,E00932,医薬品,中外製薬株式会社,45190
JP,A,70,E00027,非鉄金属,中外鉱業株式会社,14910
JP,S,90,E01284,鉄鋼,中央可鍛工業株式会社,56070
JP,S,85,E01405,金属製品,中央発條株式会社,59920
JP,S,100,E02642,卸売業,中央自動車工業株式会社,81170
JP,A,70,E02566,卸売業,中央魚類株式会社,80300
JP,A,75,E02805,卸売業,中山福株式会社,74420
JP,B,65,E04596,サービス業,中日本興業株式会社,96430
JP,C,40,E01277,機械,中日本鋳工株式会社,64390
JP,S,83,E31924,その他製品,中本パックス株式会社,78110
JP,S,80,E00649,パルプ・紙,中越パルプ工業株式会社,38770
JP,C,50,E04801,その他金融業,中道リース株式会社,85940
JP,S,85,E04376,情報・通信業,中部日本放送株式会社,94020
JP,B,65,E02646,卸売業,中部水産株式会社,81450
JP,A,78,E01251,鉄鋼,中部鋼鈑株式会社,54610
JP,A,73,E04502,電気・ガス業,中部電力株式会社,95020
JP,A,75,E00439,食料品,中部飼料株式会社,20530
JP,S,83,E01253,鉄鋼,丸一鋼管株式会社,54630
JP,A,70,E03760,証券、商品先物取引業,丸三証券株式会社,86130
JP,S,93,E04178,陸運業,丸全昭和運輸株式会社,90680
JP,S,88,E04296,倉庫・運輸関連,丸八倉庫株式会社,93130
JP,C,53,E03792,証券、商品先物取引業,丸八証券株式会社,87000
JP,S,80,E23841,小売業,丸善ＣＨＩホールディングス株式会社,31590
JP,S,85,E00458,食料品,丸大食品株式会社,22880
JP,S,80,E00791,化学,丸尾カルシウム株式会社,41020
JP,A,70,E02864,卸売業,丸文株式会社,75370
JP,S,90,E00863,化学,丸東産業株式会社,78940
JP,A,73,E04777,卸売業,丸紅建材リース株式会社,97630
IFRS,S,80,E02498,卸売業,丸紅株式会社,80020
JP,S,80,E02616,卸売業,丸藤シートパイル株式会社,80460
JP,S,93,E00944,医薬品,久光製薬株式会社,45300
JP,B,68,E32679,陸運業,九州旅客鉄道株式会社,91420
JP,B,68,E04506,電気・ガス業,九州電力株式会社,95080
JP,A,78,E04288,海運業,乾汽船株式会社,93080
JP,S,93,E00385,食料品,亀田製菓株式会社,22200
JP,C,40,E00086,建設業,五洋建設株式会社,18930
JP,S,93,E00371,食料品,井村屋グループ株式会社,22090
JP,A,70,E01563,機械,井関農機株式会社,63100
IFRS,S,85,E01182,電気機器,京セラ株式会社,69710
JP,A,78,E04091,陸運業,京成電鉄株式会社,90090
JP,S,80,E04197,陸運業,京極運輸商事株式会社,90730
JP,A,73,E04089,陸運業,京浜急行電鉄株式会社,90060
JP,A,73,E04092,陸運業,京王電鉄株式会社,90080
JP,S,90,E04108,陸運業,京福電気鉄道株式会社,90490
JP,S,90,E04515,電気・ガス業,京葉瓦斯株式会社,95390
JP,S,83,E01420,金属製品,京都機械工具株式会社,59660
JP,A,78,E04105,陸運業,京阪ホールディングス株式会社,90450
JP,S,80,E03867,不動産業,京阪神ビルディング株式会社,88180
JP,B,63,E36223,サービス業,人・夢・技術グループ株式会社,92480
JP,B,65,E30982,証券、商品先物取引業,今村証券株式会社,71750
JP,A,75,E00494,食料品,仙波糖化工業株式会社,29160
JP,S,100,E40164,サービス業,令和アカウンティング・ホールディングス株式会社,296A0
JP,S,90,E02367,その他製品,任天堂株式会社,79740
JP,S,100,E01028,化学,伊勢化学工業株式会社,41070
JP,S,88,E04330,倉庫・運輸関連,伊勢湾海運株式会社,93590
JP,S,85,E32069,食料品,伊藤ハム米久ホールディングス株式会社,22960
IFRS,A,75,E02643,卸売業,伊藤忠エネクス株式会社,81330
IFRS,S,80,E02497,卸売業,伊藤忠商事株式会社,80010
JP,C,55,E02931,卸売業,伊藤忠食品株式会社,26920
JP,S,100,E01987,サービス業,伊豆シャボテンリゾート株式会社,68190
JP,A,78,E04339,倉庫・運輸関連,伏木海陸運送株式会社,93610
JP,S,80,E02802,卸売業,伯東株式会社,74330
IFRS,S,80,E01110,ゴム製品,住友ゴム工業株式会社,51100
IFRS,C,58,E00922,医薬品,住友ファーマ株式会社,45060
IFRS,S,88,E00819,化学,住友ベークライト株式会社,42030
JP,S,90,E03907,不動産業,住友不動産株式会社,88300
IFRS,B,63,E00752,化学,住友化学株式会社,40050
IFRS,S,80,E02528,卸売業,住友商事株式会社,80530
JP,A,75,E01127,ガラス・土石製品,住友大阪セメント株式会社,52320
JP,A,78,E00011,建設業,住友林業株式会社,19110
JP,S,83,E00755,化学,住友精化株式会社,40080
JP,S,83,E01533,機械,住友重機械工業株式会社,63020
IFRS,S,90,E00023,非鉄金属,住友金属鉱山株式会社,57130
JP,S,93,E01333,非鉄金属,住友電気工業株式会社,58020
JP,S,93,E00114,建設業,住友電設株式会社,19490
JP,A,75,E21342,鉱業,住石ホールディングス株式会社,15140
JP,S,80,E00121,建設業,佐田建設株式会社,18260
JP,A,70,E02535,卸売業,佐藤商事株式会社,80650
JP,S,88,E00484,食料品,佐藤食品工業株式会社,28140
JP,A,70,E02793,卸売業,佐鳥電機株式会社,74200
JP,S,88,E00809,化学,保土谷化学工業株式会社,41120
IFRS,A,78,E33834,金属製品,信和株式会社,34470
JP,S,93,E02388,化学,信越ポリマー株式会社,79700
JP,S,100,E00776,化学,信越化学工業株式会社,40630
JP,C,45,E03729,その他金融業,信金中央金庫,84210
JP,S,88,E00528,繊維製品,倉敷紡績株式会社,31060
JP,S,80,E00708,パルプ・紙,光ビジネスフォーム株式会社,39480
JP,S,88,E39377,小売業,光フードサービス株式会社,138A0
JP,C,40,E03793,証券、商品先物取引業,光世証券株式会社,86170
JP,B,60,E00696,その他製品,光村印刷株式会社,79160
JP,A,70,E00839,化学,児玉化学工業株式会社,42220
JP,A,73,E39018,その他金融業,全保連株式会社,58450
JP,S,90,E09753,その他金融業,全国保証株式会社,71640
JP,S,83,E02812,卸売業,八洲電機株式会社,31530
JP,S,80,E00337,食料品,六甲バター株式会社,22660
JP,S,93,E05477,サービス業,共同ピーアール株式会社,24360
JP,A,75,E00695,その他製品,共同印刷株式会社,79140
JP,S,80,E00994,化学,共和レザー株式会社,35530
JP,S,80,E34722,サービス業,共栄セキュリティーサービス株式会社,70580
JP,S,83,E04251,海運業,共栄タンカー株式会社,91300
JP,S,85,E01266,鉄鋼,共英製鋼株式会社,54400
JP,A,75,E04342,倉庫・運輸関連,兵機海運株式会社,93620
JP,S,90,E01437,金属製品,兼房株式会社,59840
JP,S,83,E01721,機械,兼松エンジニアリング株式会社,64020
IFRS,B,60,E02506,卸売業,兼松株式会社,80200
JP,C,50,E02986,卸売業,内外テック株式会社,33740
JP,C,45,E02131,輸送用機器,内海造船株式会社,70180
JP,S,93,E03407,卸売業,円谷フィールズホールディングス株式会社,27670
JP,S,85,E31594,機械,冨士ダイス株式会社,61670
JP,A,70,E01084,石油・石炭製品,出光興産株式会社,50190
JP,A,75,E02797,卸売業,初穂商事株式会社,74250
JP,S,93,E00861,化学,前澤化成工業株式会社,79250
JP,S,93,E01672,機械,前澤工業株式会社,64890
JP,S,88,E01693,機械,前澤給装工業株式会社,64850
JP,S,100,E02492,その他製品,前田工繊株式会社,78210
JP,A,75,E02719,卸売業,加藤産業株式会社,98690
JP,S,85,E02676,卸売業,加賀電子株式会社,81540
JP,S,95,E01997,精密機器,助川電気工業株式会社,77110
JP,S,95,E35967,情報・通信業,勤次郎株式会社,40130
JP,S,93,E01713,機械,北川精機株式会社,63270
JP,B,65,E02722,卸売業,北恵株式会社,98720
JP,C,50,E00566,繊維製品,北日本紡績株式会社,34090
JP,B,63,E01398,卸売業,北沢産業株式会社,99300
JP,C,40,E03745,サービス業,北浜キャピタルパートナーズ株式会社,21340
JP,S,85,E00408,食料品,北海道コカ・コーラボトリング株式会社,25730
JP,S,83,E04161,陸運業,北海道中央バス株式会社,90850
JP,A,78,E04511,電気・ガス業,北海道瓦斯株式会社,95340
JP,B,63,E04500,電気・ガス業,北海道電力株式会社,95090
JP,S,88,E01001,化学,北興化学工業株式会社,49920
JP,S,93,E00645,パルプ・紙,北越コーポレーション株式会社,38650
JP,S,80,E01260,鉄鋼,北越メタル株式会社,54460
JP,C,55,E00175,建設業,北野建設株式会社,18660
JP,S,85,E04519,電気・ガス業,北陸瓦斯株式会社,95370
JP,C,53,E04503,電気・ガス業,北陸電力株式会社,95050
JP,S,93,E00207,建設業,北陸電気工事株式会社,19300
JP,S,88,E01817,電気機器,北陸電気工業株式会社,69890
JP,B,60,E03397,小売業,北雄ラッキー株式会社,27470
JP,S,93,E01995,電気機器,千代田インテグレ株式会社,69150
JP,C,48,E01569,建設業,千代田化工建設株式会社,63660
IFRS,S,85,E00816,医薬品,協和キリン株式会社,41510
JP,S,88,E01431,金属製品,協立エアテック株式会社,59970
JP,S,83,E27235,サービス業,協立情報通信株式会社,36700
JP,S,93,E02039,電気機器,協立電機株式会社,68740
JP,S,85,E00635,その他製品,南海プライウッド株式会社,78870
JP,A,78,E38504,化学,南海化学株式会社,40400
JP,C,55,E00118,建設業,南海辰村建設株式会社,18500
JP,S,83,E04106,陸運業,南海電気鉄道株式会社,90440
JP,S,93,E04223,陸運業,南総通運株式会社,90340
JP,A,70,E01857,電気機器,原田工業株式会社,69040
IFRS,S,95,E00949,医薬品,参天製薬株式会社,45360
IFRS,C,55,E02958,卸売業,双日株式会社,27680
JP,B,65,E01841,電気機器,双葉電子工業株式会社,69860
JP,A,70,E00664,パルプ・紙,古林紙工株式会社,39440
JP,S,90,E00032,非鉄金属,古河機械金属株式会社,57150
JP,A,75,E01332,非鉄金属,古河電気工業株式会社,58010
JP,S,93,E01917,電気機器,古河電池株式会社,69370
JP,S,88,E01839,電気機器,古野電気株式会社,68140
JP,A,78,E01235,鉄鋼,合同製鐵株式会社,54100
JP,C,50,E35258,サービス業,名南Ｍ＆Ａ株式会社,70760
JP,A,78,E04101,陸運業,名古屋鉄道株式会社,90480
JP,S,85,E02055,電気機器,名古屋電機工業株式会社,67970
JP,B,68,E00201,建設業,名工建設株式会社,18690
JP,S,93,E04328,倉庫・運輸関連,名港海運株式会社,93570
JP,S,83,E00376,食料品,名糖産業株式会社,22070
IFRS,A,78,E00436,食料品,味の素株式会社,28020
JP,S,93,E00478,食料品,和弘食品株式会社,28130
JP,C,48,E04029,不動産業,和田興産株式会社,89310
JP,A,73,E01146,ガラス・土石製品,品川リフラクトリーズ株式会社,53510
JP,S,83,E00841,化学,四国化成ホールディングス株式会社,40990
JP,B,63,E04505,電気・ガス業,四国電力株式会社,95070
JP,S,93,E02761,卸売業,因幡電機産業株式会社,99340
JP,A,78,E02335,精密機器,国際計測器株式会社,77220
JP,B,60,E05692,不動産業,地主株式会社,32520
JP,S,83,E27059,サービス業,地盤ネットホールディングス株式会社,60720
JP,C,45,E02627,卸売業,堀田丸正株式会社,81050
JP,S,83,E00780,化学,堺化学工業株式会社,40780
JP,S,93,E00361,食料品,塩水港精糖株式会社,21120
IFRS,S,100,E00923,医薬品,塩野義製薬株式会社,45070
JP,D,35,E36421,情報・通信業,売れるネット広告社グループ株式会社,92350
JP,S,93,E00762,化学,多木化学株式会社,40250
JP,C,40,E03360,小売業,夢みつけ隊株式会社,26730
IFRS,D,20,E27615,小売業,夢展望株式会社,31850
JP,S,85,E02739,卸売業,大丸エナウィン株式会社,98180
JP,C,58,E01859,電気機器,大井電気株式会社,68220
JP,S,85,E00917,化学,大伸化学株式会社,46290
JP,S,93,E00834,化学,大倉工業株式会社,42210
JP,S,83,E02175,輸送用機器,大同メタル工業株式会社,72450
JP,B,63,E01816,電気機器,大同信号株式会社,67430
IFRS,A,78,E01239,鉄鋼,大同特殊鋼株式会社,54710
JP,A,78,E00048,建設業,大和ハウス工業株式会社,19250
JP,S,95,E01961,機械,大和冷機工業株式会社,64590
JP,S,88,E01259,鉄鋼,大和工業株式会社,54440
JP,B,60,E04159,陸運業,大和自動車交通株式会社,90820
IFRS,S,93,E21183,医薬品,大塚ホールディングス株式会社,45780
JP,S,85,E04217,陸運業,大宝運輸株式会社,90400
JP,S,88,E01752,電気機器,大崎電気工業株式会社,66440
JP,B,60,E01254,鉄鋼,大平洋金属株式会社,55410
JP,A,78,E22560,医薬品,大幸薬品株式会社,45740
JP,S,93,E01058,化学,大成ラミックグループ株式会社,49940
JP,C,53,E00052,建設業,大成建設株式会社,18010
JP,S,85,E00233,建設業,大成温調株式会社,19040
JP,S,88,E00693,その他製品,大日本印刷株式会社,79120
JP,S,83,E00891,化学,大日本塗料株式会社,46110
JP,S,88,E00902,化学,大日精化工業株式会社,41160
JP,C,40,E31624,卸売業,大木ヘルスケアホールディングス株式会社,34170
JP,C,55,E00093,建設業,大末建設株式会社,18140
JP,B,60,E00682,パルプ・紙,大村紙業株式会社,39530
JP,S,83,E00218,建設業,大東建託株式会社,18780
JP,S,80,E04356,倉庫・運輸関連,大東港運株式会社,93670
JP,S,100,E38148,サービス業,大栄環境株式会社,93360
JP,B,60,E00660,パルプ・紙,大王製紙株式会社,38800
JP,S,90,E00677,パルプ・紙,大石産業株式会社,39430
JP,S,100,E22509,精密機器,大研医器株式会社,77750
JP,C,45,E34944,不動産業,大英産業株式会社,29740
JP,S,80,E02199,機械,大豊工業株式会社,64700
JP,B,60,E00095,建設業,大豊建設株式会社,18220
JP,S,88,E00855,化学,大阪有機化学工業株式会社,41870
JP,S,83,E33382,化学,大阪油化工業株式会社,41240
JP,S,88,E04520,電気・ガス業,大阪瓦斯株式会社,95320
JP,S,80,E01262,鉄鋼,大阪製鐵株式会社,54490
JP,S,85,E03423,小売業,大黒天物産株式会社,27910
JP,E,10,E01891,電気機器,大黒屋ホールディングス株式会社,69930
JP,A,70,E01813,化学,天昇電気工業株式会社,67760
JP,S,88,E01426,金属製品,天龍製鋸株式会社,59450
JP,A,73,E01130,ガラス・土石製品,太平洋セメント株式会社,52330
JP,S,93,E02178,輸送用機器,太平洋工業株式会社,72500
JP,A,70,E00034,卸売業,太平洋興発株式会社,88350
JP,C,58,E00113,建設業,太平電業株式会社,19680
JP,B,65,E02097,電気機器,太洋テクノレックス株式会社,66630
JP,A,70,E00287,建設業,太洋基礎工業株式会社,17580
JP,D,30,E02762,卸売業,太洋物産株式会社,99410
JP,S,100,E00913,化学,太陽ホールディングス株式会社,46260
JP,S,93,E00472,食料品,太陽化学株式会社,29020
JP,S,80,E01824,電気機器,太陽誘電株式会社,69760
JP,S,100,E37499,機械,守谷輸送機工業株式会社,62260
JP,A,75,E04290,倉庫・運輸関連,安田倉庫株式会社,93240
JP,S,88,E00396,食料品,宝ホールディングス株式会社,25310
JP,A,78,E36350,医薬品,室町ケミカル株式会社,48850
JP,C,58,E01461,金属製品,宮地エンジニアリンググループ株式会社,34310
JP,S,85,E25665,電気機器,宮越ホールディングス株式会社,66200
USGAAP,S,85,E00988,化学,富士フイルムホールディングス株式会社,49010
JP,S,85,E04093,陸運業,富士急行株式会社,90100
JP,A,70,E01503,機械,富士精工株式会社,61420
JP,S,95,E00543,繊維製品,富士紡ホールディングス株式会社,31040
JP,S,88,E00975,医薬品,富士製薬工業株式会社,45540
IFRS,A,73,E01766,電気機器,富士通株式会社,67020
JP,S,93,E01740,電気機器,富士電機株式会社,65040
JP,S,88,E01764,電気機器,寺崎電気産業株式会社,66370
JP,S,100,E00387,食料品,寿スピリッツ株式会社,22220
JP,A,70,E01647,機械,小倉クラッチ株式会社,64080
JP,S,88,E02408,その他製品,小松ウオール工業株式会社,79490
JP,S,83,E00591,繊維製品,小松マテーレ株式会社,35800
JP,S,95,E01047,化学,小林製薬株式会社,49670
JP,S,93,E00794,機械,小池酸素工業株式会社,61370
JP,S,80,E02842,卸売業,小津産業株式会社,74870
JP,A,73,E04088,陸運業,小田急電鉄株式会社,90070
JP,A,70,E01324,卸売業,小野建株式会社,74140
IFRS,S,83,E00945,医薬品,小野薬品工業株式会社,45280
JP,A,70,E02837,卸売業,尾家産業株式会社,74810
JP,S,100,E01979,電気機器,山一電機株式会社,69410
JP,S,93,E04324,陸運業,山九株式会社,90650
JP,C,50,E02773,繊維製品,山喜株式会社,35980
JP,S,80,E00375,食料品,山崎製パン株式会社,22120
IFRS,S,88,E01806,電気機器,山洋電気株式会社,65160
JP,A,75,E05135,サービス業,山田コンサルティンググループ株式会社,47920
JP,A,73,E04125,陸運業,山陽電気鉄道株式会社,90520
JP,A,70,E04195,陸運業,岡山県貨物運送株式会社,90630
JP,C,50,E01221,精密機器,岡本硝子株式会社,77460
JP,B,65,E02553,卸売業,岡谷鋼機株式会社,74850
JP,C,45,E01928,電気機器,岡谷電機産業株式会社,69260
JP,S,88,E01412,金属製品,岡部株式会社,59590
JP,S,93,E01609,機械,岡野バルブ製造株式会社,64920
JP,S,80,E03788,証券、商品先物取引業,岩井コスモホールディングス株式会社,87070
JP,S,85,E00386,食料品,岩塚製菓株式会社,22210
JP,A,78,E02567,卸売業,岩谷産業株式会社,80880
JP,A,75,E00896,化学,川上塗料株式会社,46160
JP,A,70,E01006,化学,川口化学工業株式会社,43610
JP,S,88,E01381,金属製品,川岸工業株式会社,59210
JP,A,75,E04987,サービス業,川崎地質株式会社,46730
JP,S,93,E04237,海運業,川崎汽船株式会社,91070
JP,A,78,E00271,建設業,川崎設備工業株式会社,17770
IFRS,A,73,E02127,輸送用機器,川崎重工業株式会社,70120
JP,S,88,E21955,金属製品,川田テクノロジーズ株式会社,34430
JP,S,90,E04317,倉庫・運輸関連,川西倉庫株式会社,93220
JP,A,75,E02650,卸売業,川辺株式会社,81230
JP,C,55,E00282,建設業,工藤建設株式会社,17640
JP,S,83,E01705,機械,巴工業株式会社,63090
JP,S,90,E02177,電気機器,市光工業株式会社,72440
IFRS,B,65,E00872,繊維製品,帝人株式会社,34010
JP,S,83,E00559,繊維製品,帝国繊維株式会社,33020
JP,S,93,E01782,電気機器,帝国通信工業株式会社,67630
JP,B,60,E03858,不動産業,平和不動産株式会社,88030
JP,S,80,E02759,卸売業,平和紙業株式会社,99290
JP,S,95,E05319,サービス業,平安レイサービス株式会社,23440
JP,S,93,E01352,非鉄金属,平河ヒューテック株式会社,58210
JP,S,88,E01733,機械,平田機工株式会社,62580
JP,S,100,E05691,サービス業,幼児活動研究会株式会社,21520
JP,S,85,E04521,電気・ガス業,広島ガス株式会社,95350
JP,C,55,E04123,陸運業,広島電鉄株式会社,90330
JP,S,80,E00837,化学,広栄化学株式会社,43670
JP,S,83,E31009,サービス業,弁護士ドットコム株式会社,60270
JP,C,55,E00079,建設業,徳倉建設株式会社,18920
JP,S,83,E04816,サービス業,応用地質株式会社,97550
JP,S,93,E05282,情報・通信業,応用技術株式会社,43560
JP,S,100,E35220,化学,恵和株式会社,42510
JP,S,83,E02162,輸送用機器,愛三工業株式会社,72830
JP,C,40,E03148,小売業,愛眼株式会社,98540
JP,S,93,E02267,精密機器,愛知時計電機株式会社,77230
IFRS,S,85,E01234,鉄鋼,愛知製鋼株式会社,54820
JP,S,88,E01748,電気機器,愛知電機株式会社,66230
JP,S,83,E38906,サービス業,成友興業株式会社,91700
JP,C,45,E00842,化学,戸田工業株式会社,41000
JP,B,60,E00147,建設業,戸田建設株式会社,18600
JP,S,95,E05564,サービス業,手間いらず株式会社,24770
JP,S,100,E01056,化学,扶桑化学工業株式会社,43680
JP,C,53,E00953,医薬品,扶桑薬品工業株式会社,45380
JP,A,73,E03264,卸売業,扶桑電通株式会社,75050
JP,A,78,E33535,建設業,技研ホールディングス株式会社,14430
JP,A,78,E00947,医薬品,持田製薬株式会社,45340
JP,S,88,E01413,金属製品,文化シヤッター株式会社,59300
JP,S,93,E02027,電気機器,新コスモス電機株式会社,68240
JP,A,75,E02664,卸売業,新光商事株式会社,81410
JP,S,88,E01257,鉄鋼,新報国マテリアル株式会社,55420
JP,S,80,E02258,鉄鋼,新家工業株式会社,73050
JP,S,88,E00221,建設業,新日本建設株式会社,18790
JP,C,45,E00882,化学,新日本理化株式会社,44060
JP,S,88,E00227,建設業,新日本空調株式会社,19520
JP,S,93,E34965,化学,新日本製薬株式会社,49310
JP,S,88,E01256,鉄鋼,新日本電工株式会社,55630
JP,S,83,E02252,輸送用機器,新明和工業株式会社,72240
JP,S,100,E01669,機械,新晃工業株式会社,64580
JP,S,80,E01541,機械,新東工業株式会社,63390
JP,C,55,E01219,ガラス・土石製品,新東株式会社,53800
JP,A,78,E04155,陸運業,新潟交通株式会社,90170
JP,S,88,E26061,化学,新田ゼラチン株式会社,49770
JP,B,60,E02960,卸売業,新都ホールディングス株式会社,27760
JP,C,50,E01887,電気機器,新電元工業株式会社,68440
JP,S,85,E01287,鉄鋼,日亜鋼業株式会社,56580
JP,B,68,E02493,金属製品,日創グループ株式会社,34400
JP,A,75,E00454,食料品,日和産業株式会社,20550
JP,S,83,E01372,機械,日工株式会社,63060
JP,S,83,E00187,サービス業,日建工学株式会社,97670
JP,B,65,E01575,建設業,日揮ホールディングス株式会社,19630
JP,S,80,E02845,卸売業,日新商事株式会社,74900
IFRS,A,78,E00492,食料品,日本たばこ産業株式会社,29140
JP,S,88,E01656,その他製品,日本アイ・エス・ケイ株式会社,79860
JP,B,65,E03695,証券、商品先物取引業,日本アジア投資株式会社,85180
JP,A,78,E01968,電気機器,日本アビオニクス株式会社,69460
JP,S,83,E35497,ガラス・土石製品,日本インシュレーション株式会社,53680
JP,B,63,E02421,機械,日本エアーテック株式会社,62910
JP,A,75,E36968,サービス業,日本エコシステム株式会社,92490
JP,C,50,E26625,サービス業,日本エマージェンシーアシスタンス株式会社,60630
JP,A,75,E05169,情報・通信業,日本エンタープライズ株式会社,48290
JP,S,95,E05027,情報・通信業,日本オラクル株式会社,47160
JP,S,88,E00777,化学,日本カーバイド工業株式会社,40640
JP,S,95,E01140,ガラス・土石製品,日本カーボン株式会社,53020
JP,S,90,E02173,機械,日本ギア工業株式会社,63560
JP,D,30,E34938,不動産業,日本グランデ株式会社,29760
JP,C,45,E01926,電気機器,日本ケミコン株式会社,69970
JP,C,45,E00957,医薬品,日本ケミファ株式会社,45390
JP,C,45,E01142,ガラス・土石製品,日本コンクリート工業株式会社,52690
JP,D,35,E00030,石油・石炭製品,日本コークス工業株式会社,33150
JP,S,85,E01959,電気機器,日本シイエムケイ株式会社,69580
JP,S,83,E38512,不動産業,日本システムバンク株式会社,55300
JP,S,88,E05236,情報・通信業,日本システム技術株式会社,43230
